10.0.0.1,10.0.0.1,0.511
10.0.0.1,10.0.0.2,0.028985
10.0.0.1,10.0.0.3,0.00822
10.0.0.2,10.0.0.3,0.15964
10.0.0.2,10.0.0.1,0.185105
10.0.0.2,10.0.0.4,0.38146
10.0.0.3,10.0.0.1,0.42291
10.0.0.3,10.0.0.2,0.358785
10.0.0.3,10.0.0.4,0.37309
10.0.0.4,10.0.0.1,0.03685
10.0.0.4,10.0.0.2,0.37257
10.0.0.4,10.0.0.3,0.427105
